answer,runtime
0,12.401380999999901
0,19.750597000000198
0,9.161986999999954
1,11.884922999999844
0,19.79527599999983
0,13.44951500000002
0,14.150703000000021
0,7.460275000000138
0,9.807514999999967
0,15.801862999999912
1,14.238892000000078
0,13.485842999999932
0,7.526650000000018
0,13.74724399999991
1,10.039991999999984
1,14.009821999999986
0,11.965171999999939
0,14.838637999999946
0,9.783615000000054
1,14.84696299999996
1,11.09681599999999
1,12.82425400000011
1,13.136713999999984
0,11.995361000000003
0,6.703888000000006
0,10.551672000000053
1,7.407617000000073
0,9.099018999999998
0,12.434251000000131
0,10.747116000000005
1,10.680178999999953
1,8.5882959999999
0,12.814485999999988
0,12.100184000000127
1,12.20986199999993
0,13.03703500000006
0,13.139680999999882
0,9.046685000000025
0,13.931622000000061
0,10.286601999999903
1,16.879590000000007
1,12.470440999999937
0,14.6770590000001
0,9.5179770000002
0,9.21992500000033
0,18.215004000000135
0,11.022283999999672
1,9.52538500000037
1,14.161340999999993
0,13.527892999999949
0,9.091530000000148
1,12.679858999999851
1,5.871804000000338
0,11.48494299999993
0,8.266575999999986
0,11.53018400000019
0,11.929462000000058
0,9.962185000000318
1,13.786771999999928
0,13.920582000000195
0,5.955703999999969
0,10.756142000000182
1,12.736358999999993
0,8.322008000000096
1,8.172260000000279
0,12.159033999999792
0,8.206068000000414
0,10.186893000000055
1,8.876798999999664
1,8.105181999999786
0,13.154109000000062
0,8.232174000000214
1,23.0152250000001
0,11.325071000000207
1,11.920038000000204
0,14.075350999999955
1,11.922313000000031
0,7.607033999999658
0,13.259798000000046
0,12.522357999999713
0,14.489626000000044
1,18.82526599999983
0,11.767307999999957
0,9.291987000000063
0,9.663574999999582
0,11.994084999999814
1,9.319038000000091
1,11.561901999999918
0,11.483608999999888
1,15.183001000000331
1,12.675441999999748
0,11.425431000000117
0,13.737056999999822
1,10.485180000000128
0,11.920870000000377
1,10.981858000000102
0,11.135757000000012
1,11.729518000000098
0,16.33798700000034
1,9.750942000000123
